"Category","pred2.Gun Control","pred2.Gun Rights","pred2.Neither","pred1"
"Gun Control",0.728971963,0.257009346,0.014018692,"Gun Control"
"Gun Control",0.916666667,0.053921569,0.029411765,"Gun Control"
"Gun Control",0.906103286,0.093896714,0.000000000,"Gun Control"
"Gun Control",0.935779817,0.059633028,0.004587156,"Gun Control"
"Gun Control",0.887892377,0.107623318,0.004484305,"Gun Control"
"Gun Control",0.819819820,0.162162162,0.018018018,"Gun Control"
"Gun Control",0.863874346,0.115183246,0.020942408,"Gun Control"
"Gun Control",0.867924528,0.132075472,0.000000000,"Gun Control"
"Gun Control",0.819742489,0.171673820,0.008583691,"Gun Control"
"Gun Control",0.930434783,0.065217391,0.004347826,"Gun Control"
"Gun Control",0.879629630,0.120370370,0.000000000,"Gun Control"
"Gun Control",0.859090909,0.118181818,0.022727273,"Gun Control"
"Gun Control",0.846473029,0.149377593,0.004149378,"Gun Control"
"Gun Control",0.920704846,0.066079295,0.013215859,"Gun Control"
"Gun Rights",0.144104803,0.855895197,0.000000000,"Gun Rights"
"Gun Rights",0.133640553,0.866359447,0.000000000,"Gun Rights"
"Gun Rights",0.121739130,0.834782609,0.043478261,"Gun Rights"
"Gun Rights",0.051643192,0.948356808,0.000000000,"Gun Rights"
"Gun Rights",0.101449275,0.893719807,0.004830918,"Gun Rights"
"Gun Rights",0.069444444,0.912037037,0.018518519,"Gun Rights"
"Gun Rights",0.084158416,0.910891089,0.004950495,"Gun Rights"
"Gun Rights",0.220720721,0.756756757,0.022522523,"Gun Rights"
"Gun Rights",0.076233184,0.896860987,0.026905830,"Gun Rights"
"Gun Rights",0.079497908,0.916317992,0.004184100,"Gun Rights"
"Gun Rights",0.210743802,0.789256198,0.000000000,"Gun Rights"
"Gun Rights",0.041152263,0.942386831,0.016460905,"Gun Rights"
"Gun Rights",0.218750000,0.767857143,0.013392857,"Gun Rights"
"Gun Rights",0.123287671,0.876712329,0.000000000,"Gun Rights"
"Gun Rights",0.173708920,0.821596244,0.004694836,"Gun Rights"
"Gun Rights",0.090909091,0.904306220,0.004784689,"Gun Rights"
"Gun Rights",0.174129353,0.825870647,0.000000000,"Gun Rights"
"Gun Rights",0.027906977,0.967441860,0.004651163,"Gun Rights"
"Gun Rights",0.042553191,0.944680851,0.012765957,"Gun Rights"
"Gun Rights",0.129464286,0.861607143,0.008928571,"Gun Rights"
"Gun Rights",0.124463519,0.871244635,0.004291845,"Gun Rights"
"Gun Rights",0.247787611,0.743362832,0.008849558,"Gun Rights"
"Gun Rights",0.138888889,0.856481481,0.004629630,"Gun Rights"
"Gun Rights",0.042452830,0.957547170,0.000000000,"Gun Rights"
"Gun Rights",0.114537445,0.876651982,0.008810573,"Gun Rights"
"Gun Rights",0.086124402,0.913875598,0.000000000,"Gun Rights"
"Gun Rights",0.073732719,0.917050691,0.009216590,"Gun Rights"
"Gun Rights",0.078703704,0.907407407,0.013888889,"Gun Rights"
"Gun Rights",0.077235772,0.918699187,0.004065041,"Gun Rights"
"Gun Rights",0.163265306,0.828571429,0.008163265,"Gun Rights"
"Gun Rights",0.170940171,0.816239316,0.012820513,"Gun Rights"
"Gun Rights",0.095890411,0.904109589,0.000000000,"Gun Rights"
"Gun Rights",0.107981221,0.882629108,0.009389671,"Gun Rights"
"Gun Rights",0.057522124,0.933628319,0.008849558,"Gun Rights"
"Gun Rights",0.060000000,0.932000000,0.008000000,"Gun Rights"
"Gun Rights",0.151658768,0.777251185,0.071090047,"Gun Rights"
"Gun Rights",0.184466019,0.800970874,0.014563107,"Gun Rights"
"Gun Rights",0.082949309,0.907834101,0.009216590,"Gun Rights"
"Gun Rights",0.160975610,0.839024390,0.000000000,"Gun Rights"
"Gun Rights",0.136363636,0.843434343,0.020202020,"Gun Rights"
"Gun Rights",0.063106796,0.922330097,0.014563107,"Gun Rights"
"Gun Rights",0.151515152,0.843434343,0.005050505,"Gun Rights"
"Gun Rights",0.201754386,0.789473684,0.008771930,"Gun Rights"
"Gun Rights",0.034653465,0.965346535,0.000000000,"Gun Rights"
"Gun Rights",0.115577889,0.874371859,0.010050251,"Gun Rights"
"Gun Rights",0.126086957,0.865217391,0.008695652,"Gun Rights"
"Gun Rights",0.102325581,0.888372093,0.009302326,"Gun Rights"
"Gun Rights",0.122362869,0.869198312,0.008438819,"Gun Rights"
"Gun Rights",0.181451613,0.818548387,0.000000000,"Gun Rights"
"Gun Rights",0.090909091,0.904040404,0.005050505,"Gun Rights"
"Gun Rights",0.087719298,0.894736842,0.017543860,"Gun Rights"
"Gun Rights",0.057268722,0.938325991,0.004405286,"Gun Rights"
"Gun Rights",0.101769912,0.893805310,0.004424779,"Gun Rights"
"Gun Rights",0.109090909,0.872727273,0.018181818,"Gun Rights"
"Gun Rights",0.129870130,0.861471861,0.008658009,"Gun Rights"
"Gun Rights",0.122362869,0.864978903,0.012658228,"Gun Rights"
"Gun Rights",0.132701422,0.862559242,0.004739336,"Gun Rights"
"Gun Rights",0.080357143,0.897321429,0.022321429,"Gun Rights"
"Gun Rights",0.103004292,0.896995708,0.000000000,"Gun Rights"
"Gun Rights",0.147783251,0.852216749,0.000000000,"Gun Rights"
"Gun Rights",0.127853881,0.858447489,0.013698630,"Gun Rights"
"Gun Rights",0.169082126,0.830917874,0.000000000,"Gun Rights"
"Gun Rights",0.024154589,0.971014493,0.004830918,"Gun Rights"
"Gun Rights",0.105769231,0.884615385,0.009615385,"Gun Rights"
"Gun Rights",0.196347032,0.794520548,0.009132420,"Gun Rights"
"Gun Rights",0.106194690,0.893805310,0.000000000,"Gun Rights"
"Gun Rights",0.058558559,0.941441441,0.000000000,"Gun Rights"
"Gun Rights",0.038461538,0.961538462,0.000000000,"Gun Rights"
"Gun Rights",0.043689320,0.941747573,0.014563107,"Gun Rights"
"Gun Rights",0.119617225,0.880382775,0.000000000,"Gun Rights"
"Gun Rights",0.237442922,0.748858447,0.013698630,"Gun Rights"
"Gun Rights",0.339712919,0.660287081,0.000000000,"Gun Rights"
"Gun Rights",0.100000000,0.900000000,0.000000000,"Gun Rights"
"Gun Rights",0.160714286,0.830357143,0.008928571,"Gun Rights"
"Gun Rights",0.021551724,0.965517241,0.012931034,"Gun Rights"
"Gun Rights",0.121495327,0.859813084,0.018691589,"Gun Rights"
"Gun Rights",0.041474654,0.958525346,0.000000000,"Gun Rights"
"Gun Rights",0.039647577,0.947136564,0.013215859,"Gun Rights"
"Gun Rights",0.151219512,0.848780488,0.000000000,"Gun Rights"
"Gun Rights",0.247747748,0.743243243,0.009009009,"Gun Rights"
"Gun Rights",0.157205240,0.838427948,0.004366812,"Gun Rights"
"Gun Rights",0.138095238,0.838095238,0.023809524,"Gun Rights"
"Gun Rights",0.195833333,0.804166667,0.000000000,"Gun Rights"
"Gun Rights",0.056074766,0.929906542,0.014018692,"Gun Rights"
"Gun Rights",0.076233184,0.919282511,0.004484305,"Gun Rights"
"Gun Rights",0.014084507,0.976525822,0.009389671,"Gun Rights"
"Gun Rights",0.095238095,0.904761905,0.000000000,"Gun Rights"
"Gun Rights",0.076923077,0.918803419,0.004273504,"Gun Rights"
"Gun Rights",0.230769231,0.764705882,0.004524887,"Gun Rights"
"Gun Rights",0.116504854,0.883495146,0.000000000,"Gun Rights"
"Gun Rights",0.188073394,0.798165138,0.013761468,"Gun Rights"
"Gun Rights",0.148471616,0.847161572,0.004366812,"Gun Rights"
"Gun Rights",0.114285714,0.885714286,0.000000000,"Gun Rights"
"Gun Rights",0.112195122,0.858536585,0.029268293,"Gun Rights"
"Gun Rights",0.143478261,0.856521739,0.000000000,"Gun Rights"
"Gun Rights",0.076190476,0.919047619,0.004761905,"Gun Rights"
"Gun Rights",0.095693780,0.904306220,0.000000000,"Gun Rights"
"Gun Rights",0.142201835,0.857798165,0.000000000,"Gun Rights"
"Gun Rights",0.131818182,0.863636364,0.004545455,"Gun Rights"
"Gun Rights",0.082949309,0.912442396,0.004608295,"Gun Rights"
"Gun Rights",0.009523810,0.957142857,0.033333333,"Gun Rights"
"Gun Control",0.788235294,0.196078431,0.015686275,"Gun Control"
"Gun Control",0.873303167,0.117647059,0.009049774,"Gun Control"
"Gun Control",0.747524752,0.207920792,0.044554455,"Gun Control"
"Gun Control",0.906666667,0.093333333,0.000000000,"Gun Control"
"Gun Control",0.868852459,0.118852459,0.012295082,"Gun Control"
"Gun Control",0.675799087,0.319634703,0.004566210,"Gun Control"
"Gun Control",0.872246696,0.118942731,0.008810573,"Gun Control"
"Gun Control",0.933333333,0.057142857,0.009523810,"Gun Control"
"Gun Control",0.840707965,0.110619469,0.048672566,"Gun Control"
"Gun Control",0.859030837,0.101321586,0.039647577,"Gun Control"
"Gun Control",0.728448276,0.254310345,0.017241379,"Gun Control"
"Gun Control",0.886462882,0.100436681,0.013100437,"Gun Control"
"Gun Control",0.795348837,0.195348837,0.009302326,"Gun Control"
"Gun Control",0.734883721,0.246511628,0.018604651,"Gun Control"
"Gun Control",0.822429907,0.177570093,0.000000000,"Gun Control"
"Gun Control",0.848888889,0.142222222,0.008888889,"Gun Control"
"Gun Control",0.829596413,0.165919283,0.004484305,"Gun Control"
"Gun Control",0.870129870,0.125541126,0.004329004,"Gun Control"
"Gun Control",0.798076923,0.182692308,0.019230769,"Gun Control"
"Gun Control",0.866666667,0.120833333,0.012500000,"Gun Control"
"Gun Control",0.891304348,0.100000000,0.008695652,"Gun Control"
"Gun Control",0.826086957,0.169565217,0.004347826,"Gun Control"
"Gun Control",0.873417722,0.122362869,0.004219409,"Gun Control"
"Gun Control",0.848214286,0.089285714,0.062500000,"Gun Control"
"Gun Control",0.804255319,0.182978723,0.012765957,"Gun Control"
"Gun Control",0.790697674,0.176744186,0.032558140,"Gun Control"
"Gun Control",0.854368932,0.135922330,0.009708738,"Gun Control"
"Gun Control",0.897560976,0.092682927,0.009756098,"Gun Control"
"Gun Control",0.772093023,0.227906977,0.000000000,"Gun Control"
"Gun Control",0.813084112,0.163551402,0.023364486,"Gun Control"
"Gun Control",0.785046729,0.210280374,0.004672897,"Gun Control"
"Gun Control",0.882845188,0.117154812,0.000000000,"Gun Control"
"Gun Control",0.887387387,0.108108108,0.004504505,"Gun Control"
"Gun Control",0.885321101,0.096330275,0.018348624,"Gun Control"
"Gun Control",0.817796610,0.156779661,0.025423729,"Gun Control"
"Gun Control",0.800925926,0.199074074,0.000000000,"Gun Control"
"Gun Control",0.849557522,0.128318584,0.022123894,"Gun Control"
"Gun Control",0.785714286,0.200000000,0.014285714,"Gun Control"
"Gun Control",0.786008230,0.205761317,0.008230453,"Gun Control"
"Gun Control",0.887445887,0.103896104,0.008658009,"Gun Control"
"Gun Control",0.785046729,0.205607477,0.009345794,"Gun Control"
"Gun Control",0.895927602,0.104072398,0.000000000,"Gun Control"
"Gun Control",0.768907563,0.210084034,0.021008403,"Gun Control"
"Gun Control",0.766169154,0.203980100,0.029850746,"Gun Control"
"Gun Control",0.837962963,0.157407407,0.004629630,"Gun Control"
"Gun Control",0.829694323,0.157205240,0.013100437,"Gun Control"
"Gun Control",0.870813397,0.119617225,0.009569378,"Gun Control"
"Gun Control",0.645161290,0.350230415,0.004608295,"Gun Control"
"Gun Control",0.853773585,0.141509434,0.004716981,"Gun Control"
"Gun Control",0.900000000,0.100000000,0.000000000,"Gun Control"
"Gun Control",0.780991736,0.214876033,0.004132231,"Gun Control"
"Gun Control",0.714932127,0.285067873,0.000000000,"Gun Control"
"Gun Control",0.730434783,0.260869565,0.008695652,"Gun Control"
"Gun Control",0.797297297,0.171171171,0.031531532,"Gun Control"
"Gun Control",0.878260870,0.117391304,0.004347826,"Gun Control"
"Gun Control",0.793103448,0.181034483,0.025862069,"Gun Control"
"Gun Control",0.904347826,0.095652174,0.000000000,"Gun Control"
"Gun Control",0.694690265,0.300884956,0.004424779,"Gun Control"
"Gun Control",0.856481481,0.138888889,0.004629630,"Gun Control"
"Gun Control",0.716417910,0.258706468,0.024875622,"Gun Control"
"Gun Control",0.852380952,0.147619048,0.000000000,"Gun Control"
"Gun Control",0.867841410,0.132158590,0.000000000,"Gun Control"
"Gun Control",0.787330317,0.167420814,0.045248869,"Gun Control"
"Gun Control",0.853982301,0.132743363,0.013274336,"Gun Control"
"Gun Control",0.863013699,0.123287671,0.013698630,"Gun Control"
"Gun Control",0.648780488,0.331707317,0.019512195,"Gun Control"
"Gun Control",0.880952381,0.114285714,0.004761905,"Gun Control"
"Gun Rights",0.175925926,0.819444444,0.004629630,"Gun Rights"
"Gun Rights",0.115207373,0.880184332,0.004608295,"Gun Rights"
"Gun Rights",0.118556701,0.871134021,0.010309278,"Gun Rights"
"Gun Rights",0.119617225,0.842105263,0.038277512,"Gun Rights"
"Gun Rights",0.261261261,0.725225225,0.013513514,"Gun Rights"
"Gun Rights",0.131818182,0.777272727,0.090909091,"Gun Rights"
"Gun Rights",0.048128342,0.882352941,0.069518717,"Gun Rights"
"Gun Rights",0.193133047,0.806866953,0.000000000,"Gun Rights"
"Gun Rights",0.162055336,0.822134387,0.015810277,"Gun Rights"
"Gun Rights",0.084033613,0.907563025,0.008403361,"Gun Rights"
"Gun Rights",0.101321586,0.898678414,0.000000000,"Gun Rights"
"Gun Rights",0.090909091,0.877272727,0.031818182,"Gun Rights"
"Gun Rights",0.151260504,0.794117647,0.054621849,"Gun Rights"
"Gun Rights",0.123893805,0.858407080,0.017699115,"Gun Rights"
"Gun Rights",0.093220339,0.868644068,0.038135593,"Gun Rights"
"Gun Rights",0.162162162,0.833333333,0.004504505,"Gun Rights"
"Gun Rights",0.120930233,0.874418605,0.004651163,"Gun Rights"
"Gun Rights",0.074561404,0.916666667,0.008771930,"Gun Rights"
"Gun Rights",0.241545894,0.758454106,0.000000000,"Gun Rights"
"Gun Rights",0.219298246,0.771929825,0.008771930,"Gun Rights"
"Gun Rights",0.090128755,0.909871245,0.000000000,"Gun Rights"
"Gun Rights",0.230000000,0.755000000,0.015000000,"Gun Rights"
"Gun Rights",0.135021097,0.852320675,0.012658228,"Gun Rights"
"Gun Rights",0.100436681,0.882096070,0.017467249,"Gun Rights"
"Gun Rights",0.161572052,0.829694323,0.008733624,"Gun Rights"
"Gun Rights",0.040540541,0.909909910,0.049549550,"Gun Rights"
"Gun Rights",0.135135135,0.842342342,0.022522523,"Gun Rights"
"Gun Rights",0.267241379,0.728448276,0.004310345,"Gun Rights"
"Gun Rights",0.085201794,0.874439462,0.040358744,"Gun Rights"
"Gun Rights",0.044642857,0.950892857,0.004464286,"Gun Rights"
"Gun Rights",0.214611872,0.785388128,0.000000000,"Gun Rights"
"Gun Rights",0.054621849,0.911764706,0.033613445,"Gun Rights"
"Gun Rights",0.061904762,0.933333333,0.004761905,"Gun Rights"
"Gun Rights",0.092920354,0.827433628,0.079646018,"Gun Rights"
"Gun Rights",0.315789474,0.684210526,0.000000000,"Gun Rights"
"Gun Rights",0.218750000,0.781250000,0.000000000,"Gun Rights"
"Gun Rights",0.266094421,0.703862661,0.030042918,"Gun Rights"
"Gun Rights",0.147208122,0.807106599,0.045685279,"Gun Rights"
"Gun Rights",0.200854701,0.790598291,0.008547009,"Gun Rights"
"Gun Rights",0.246511628,0.744186047,0.009302326,"Gun Rights"
"Gun Rights",0.259259259,0.740740741,0.000000000,"Gun Rights"
"Gun Rights",0.175115207,0.801843318,0.023041475,"Gun Rights"
"Gun Rights",0.235849057,0.750000000,0.014150943,"Gun Rights"
"Gun Rights",0.140776699,0.844660194,0.014563107,"Gun Rights"
"Gun Rights",0.295833333,0.695833333,0.008333333,"Gun Rights"
"Gun Rights",0.108108108,0.878378378,0.013513514,"Gun Rights"
"Gun Rights",0.194312796,0.800947867,0.004739336,"Gun Rights"
"Gun Rights",0.073394495,0.857798165,0.068807339,"Gun Rights"
"Gun Rights",0.137440758,0.862559242,0.000000000,"Gun Rights"
"Gun Rights",0.156862745,0.843137255,0.000000000,"Gun Rights"
"Gun Rights",0.105990783,0.884792627,0.009216590,"Gun Rights"
"Gun Rights",0.152466368,0.843049327,0.004484305,"Gun Rights"
"Gun Rights",0.150684932,0.831050228,0.018264840,"Gun Rights"
"Gun Rights",0.168141593,0.809734513,0.022123894,"Gun Rights"
"Gun Rights",0.158371041,0.819004525,0.022624434,"Gun Rights"
"Gun Rights",0.200934579,0.785046729,0.014018692,"Gun Rights"
"Gun Rights",0.080952381,0.914285714,0.004761905,"Gun Rights"
"Gun Rights",0.269911504,0.716814159,0.013274336,"Gun Rights"
"Gun Rights",0.122727273,0.863636364,0.013636364,"Gun Rights"
"Gun Rights",0.086363636,0.890909091,0.022727273,"Gun Rights"
"Gun Rights",0.139830508,0.860169492,0.000000000,"Gun Rights"
"Gun Rights",0.170305677,0.820960699,0.008733624,"Gun Rights"
"Gun Rights",0.144067797,0.838983051,0.016949153,"Gun Rights"
"Gun Rights",0.238317757,0.747663551,0.014018692,"Gun Rights"
"Gun Rights",0.221739130,0.752173913,0.026086957,"Gun Rights"
"Gun Rights",0.119047619,0.876190476,0.004761905,"Gun Rights"
"Gun Rights",0.024038462,0.975961538,0.000000000,"Gun Rights"
"Gun Rights",0.103603604,0.887387387,0.009009009,"Gun Rights"
"Gun Rights",0.044444444,0.920000000,0.035555556,"Gun Rights"
"Gun Rights",0.053658537,0.941463415,0.004878049,"Gun Rights"
"Gun Rights",0.204444444,0.773333333,0.022222222,"Gun Rights"
"Gun Rights",0.262910798,0.723004695,0.014084507,"Gun Rights"
"Gun Rights",0.076233184,0.887892377,0.035874439,"Gun Rights"
"Gun Rights",0.046728972,0.920560748,0.032710280,"Gun Rights"
"Gun Rights",0.187214612,0.808219178,0.004566210,"Gun Rights"
"Gun Rights",0.205741627,0.736842105,0.057416268,"Gun Rights"
"Gun Rights",0.206140351,0.780701754,0.013157895,"Gun Rights"
"Gun Rights",0.059907834,0.940092166,0.000000000,"Gun Rights"
"Gun Rights",0.079069767,0.893023256,0.027906977,"Gun Rights"
"Gun Rights",0.146341463,0.843902439,0.009756098,"Gun Rights"
"Gun Rights",0.171568627,0.823529412,0.004901961,"Gun Rights"
"Gun Rights",0.075949367,0.924050633,0.000000000,"Gun Rights"
"Gun Rights",0.164444444,0.835555556,0.000000000,"Gun Rights"
"Gun Rights",0.190243902,0.804878049,0.004878049,"Gun Rights"
"Gun Rights",0.286432161,0.703517588,0.010050251,"Gun Rights"
"Gun Rights",0.146226415,0.844339623,0.009433962,"Gun Rights"
"Gun Control",0.727272727,0.076555024,0.196172249,"Gun Control"
"Gun Control",0.688372093,0.093023256,0.218604651,"Gun Control"
"Neither",0.262135922,0.077669903,0.660194175,"Neither"
"Gun Control",0.772277228,0.202970297,0.024752475,"Gun Control"
"Gun Control",0.921739130,0.078260870,0.000000000,"Gun Control"
"Gun Control",0.874418605,0.120930233,0.004651163,"Gun Control"
"Gun Control",0.160550459,0.839449541,0.000000000,"Gun Rights"
"Gun Control",0.681614350,0.309417040,0.008968610,"Gun Control"
"Gun Control",0.825000000,0.175000000,0.000000000,"Gun Control"
"Gun Control",0.814655172,0.185344828,0.000000000,"Gun Control"
"Gun Control",0.700000000,0.263636364,0.036363636,"Gun Control"
"Gun Control",0.837438424,0.157635468,0.004926108,"Gun Control"
"Gun Control",0.811158798,0.175965665,0.012875536,"Gun Control"
"Gun Control",0.882352941,0.108597285,0.009049774,"Gun Control"
"Gun Control",0.589519651,0.406113537,0.004366812,"Gun Control"
"Gun Control",0.783898305,0.186440678,0.029661017,"Gun Control"
"Gun Control",0.703539823,0.269911504,0.026548673,"Gun Control"
"Gun Control",0.940909091,0.059090909,0.000000000,"Gun Control"
"Gun Control",0.823255814,0.172093023,0.004651163,"Gun Control"
"Gun Control",0.763713080,0.223628692,0.012658228,"Gun Control"
"Gun Control",0.733624454,0.257641921,0.008733624,"Gun Control"
"Gun Control",0.715555556,0.266666667,0.017777778,"Gun Control"
"Gun Control",0.753623188,0.222222222,0.024154589,"Gun Control"
"Gun Control",0.906542056,0.093457944,0.000000000,"Gun Control"
"Gun Control",0.908256881,0.082568807,0.009174312,"Gun Control"
"Gun Control",0.727659574,0.251063830,0.021276596,"Gun Control"
"Gun Control",0.628571429,0.366666667,0.004761905,"Gun Control"
"Gun Control",0.797297297,0.193693694,0.009009009,"Gun Control"
"Gun Control",0.877272727,0.113636364,0.009090909,"Gun Control"
"Gun Control",0.820960699,0.144104803,0.034934498,"Gun Control"
"Gun Control",0.763157895,0.231578947,0.005263158,"Gun Control"
"Gun Control",0.861244019,0.133971292,0.004784689,"Gun Control"
"Gun Control",0.965065502,0.034934498,0.000000000,"Gun Control"
"Gun Control",0.779904306,0.220095694,0.000000000,"Gun Control"
"Gun Control",0.866336634,0.113861386,0.019801980,"Gun Control"
"Gun Control",0.612745098,0.387254902,0.000000000,"Gun Control"
"Gun Control",0.774336283,0.216814159,0.008849558,"Gun Control"
"Gun Control",0.856521739,0.082608696,0.060869565,"Gun Control"
"Gun Control",0.876595745,0.119148936,0.004255319,"Gun Control"
"Gun Control",0.661157025,0.305785124,0.033057851,"Gun Control"
"Gun Control",0.610091743,0.321100917,0.068807339,"Gun Control"
"Gun Control",0.894009217,0.105990783,0.000000000,"Gun Control"
"Gun Control",0.639269406,0.351598174,0.009132420,"Gun Control"
"Gun Control",0.606635071,0.355450237,0.037914692,"Gun Control"
"Gun Control",0.772925764,0.227074236,0.000000000,"Gun Control"
"Gun Control",0.720183486,0.270642202,0.009174312,"Gun Control"
"Gun Control",0.763636364,0.218181818,0.018181818,"Gun Control"
"Gun Control",0.880382775,0.090909091,0.028708134,"Gun Control"
"Gun Control",0.773504274,0.222222222,0.004273504,"Gun Control"
"Gun Control",0.702222222,0.248888889,0.048888889,"Gun Control"
"Gun Control",0.763157895,0.236842105,0.000000000,"Gun Control"
"Gun Control",0.845794393,0.135514019,0.018691589,"Gun Control"
"Gun Control",0.847533632,0.130044843,0.022421525,"Gun Control"
"Gun Control",0.929203540,0.039823009,0.030973451,"Gun Control"
"Gun Control",0.861607143,0.129464286,0.008928571,"Gun Control"
"Gun Control",0.936073059,0.054794521,0.009132420,"Gun Control"
"Gun Control",0.754464286,0.227678571,0.017857143,"Gun Control"
"Gun Control",0.788546256,0.207048458,0.004405286,"Gun Control"
"Gun Control",0.662280702,0.320175439,0.017543860,"Gun Control"
"Gun Control",0.843220339,0.131355932,0.025423729,"Gun Control"
"Gun Control",0.640552995,0.359447005,0.000000000,"Gun Control"
"Gun Control",0.706422018,0.229357798,0.064220183,"Gun Control"
"Gun Control",0.704845815,0.286343612,0.008810573,"Gun Control"
"Gun Control",0.840579710,0.149758454,0.009661836,"Gun Control"
"Gun Control",0.712328767,0.273972603,0.013698630,"Gun Control"
"Gun Control",0.854077253,0.103004292,0.042918455,"Gun Control"
"Gun Control",0.792372881,0.203389831,0.004237288,"Gun Control"
"Gun Control",0.779816514,0.197247706,0.022935780,"Gun Control"
"Gun Control",0.814977974,0.176211454,0.008810573,"Gun Control"
"Gun Control",0.800000000,0.172727273,0.027272727,"Gun Control"
"Gun Control",0.668224299,0.331775701,0.000000000,"Gun Control"
"Gun Control",0.838427948,0.152838428,0.008733624,"Gun Control"
"Gun Control",0.587155963,0.394495413,0.018348624,"Gun Control"
"Gun Control",0.787330317,0.199095023,0.013574661,"Gun Control"
"Gun Control",0.706666667,0.271111111,0.022222222,"Gun Control"
"Gun Control",0.798122066,0.183098592,0.018779343,"Gun Control"
"Gun Control",0.785714286,0.209821429,0.004464286,"Gun Control"
"Gun Control",0.827586207,0.163793103,0.008620690,"Gun Control"
"Gun Control",0.761682243,0.238317757,0.000000000,"Gun Control"
"Gun Control",0.881632653,0.106122449,0.012244898,"Gun Control"
"Gun Control",0.880000000,0.097777778,0.022222222,"Gun Control"
"Gun Control",0.847290640,0.152709360,0.000000000,"Gun Control"
"Gun Control",0.811965812,0.179487179,0.008547009,"Gun Control"
"Gun Control",0.862660944,0.137339056,0.000000000,"Gun Control"
"Gun Control",0.634703196,0.360730594,0.004566210,"Gun Control"
"Gun Control",0.869369369,0.103603604,0.027027027,"Gun Control"
"Gun Control",0.658767773,0.312796209,0.028436019,"Gun Control"
"Gun Control",0.802752294,0.165137615,0.032110092,"Gun Control"
"Gun Control",0.779735683,0.198237885,0.022026432,"Gun Control"
"Gun Control",0.822222222,0.142222222,0.035555556,"Gun Control"
"Gun Control",0.867521368,0.132478632,0.000000000,"Gun Control"
"Gun Control",0.602564103,0.324786325,0.072649573,"Gun Control"
"Gun Control",0.777777778,0.217777778,0.004444444,"Gun Control"
"Gun Control",0.794392523,0.196261682,0.009345794,"Gun Control"
"Gun Control",0.681222707,0.318777293,0.000000000,"Gun Control"
"Gun Control",0.812500000,0.178571429,0.008928571,"Gun Control"
"Gun Control",0.783783784,0.216216216,0.000000000,"Gun Control"
"Gun Control",0.769585253,0.221198157,0.009216590,"Gun Control"
"Gun Control",0.828571429,0.171428571,0.000000000,"Gun Control"
"Gun Control",0.913636364,0.086363636,0.000000000,"Gun Control"
"Gun Control",0.858447489,0.141552511,0.000000000,"Gun Control"
"Gun Control",0.863436123,0.136563877,0.000000000,"Gun Control"
"Gun Control",0.627802691,0.345291480,0.026905830,"Gun Control"
"Gun Control",0.805000000,0.175000000,0.020000000,"Gun Control"
"Gun Control",0.939534884,0.046511628,0.013953488,"Gun Control"
"Gun Rights",0.185022026,0.806167401,0.008810573,"Gun Rights"
"Gun Rights",0.196428571,0.799107143,0.004464286,"Gun Rights"
"Gun Rights",0.173913043,0.826086957,0.000000000,"Gun Rights"
"Gun Rights",0.296296296,0.679012346,0.024691358,"Gun Rights"
"Gun Rights",0.194312796,0.791469194,0.014218009,"Gun Rights"
"Gun Rights",0.319148936,0.680851064,0.000000000,"Gun Rights"
"Gun Rights",0.377777778,0.617777778,0.004444444,"Gun Rights"
"Gun Rights",0.114155251,0.844748858,0.041095890,"Gun Rights"
"Gun Rights",0.145454545,0.854545455,0.000000000,"Gun Rights"
"Gun Rights",0.215859031,0.784140969,0.000000000,"Gun Rights"
"Gun Rights",0.202702703,0.792792793,0.004504505,"Gun Rights"
"Gun Rights",0.294871795,0.692307692,0.012820513,"Gun Rights"
"Gun Rights",0.202586207,0.793103448,0.004310345,"Gun Rights"
"Gun Rights",0.395238095,0.600000000,0.004761905,"Gun Rights"
"Gun Rights",0.294685990,0.690821256,0.014492754,"Gun Rights"
"Gun Rights",0.299145299,0.700854701,0.000000000,"Gun Rights"
"Gun Rights",0.297777778,0.693333333,0.008888889,"Gun Rights"
"Gun Rights",0.110599078,0.889400922,0.000000000,"Gun Rights"
"Gun Rights",0.103286385,0.892018779,0.004694836,"Gun Rights"
"Gun Rights",0.106194690,0.889380531,0.004424779,"Gun Rights"
"Gun Rights",0.241525424,0.750000000,0.008474576,"Gun Rights"
"Gun Rights",0.079646018,0.920353982,0.000000000,"Gun Rights"
"Gun Rights",0.094420601,0.879828326,0.025751073,"Gun Rights"
"Gun Rights",0.179723502,0.769585253,0.050691244,"Gun Rights"
"Gun Rights",0.220657277,0.765258216,0.014084507,"Gun Rights"
"Gun Rights",0.214611872,0.767123288,0.018264840,"Gun Rights"
"Gun Rights",0.179487179,0.803418803,0.017094017,"Gun Rights"
"Gun Rights",0.336585366,0.658536585,0.004878049,"Gun Rights"
"Gun Rights",0.115879828,0.875536481,0.008583691,"Gun Rights"
"Gun Rights",0.238317757,0.752336449,0.009345794,"Gun Rights"
"Gun Rights",0.133891213,0.845188285,0.020920502,"Gun Rights"
"Gun Rights",0.289915966,0.705882353,0.004201681,"Gun Rights"
"Gun Rights",0.355450237,0.616113744,0.028436019,"Gun Rights"
"Gun Rights",0.063106796,0.849514563,0.087378641,"Gun Rights"
"Gun Rights",0.202830189,0.764150943,0.033018868,"Gun Rights"
"Gun Rights",0.300847458,0.656779661,0.042372881,"Gun Rights"
