hashtags,user_desc,text,Category
['NRA'],Conservative American,"b""@SenSanders Bernie, you just can't stop twisting the facts! Why don't you focus on the young black people killing each other in Chicago? Do something to help them &amp; maybe people will pay attention. Otherwise you're just another liberal that wants to take guns from law abiding citizens! #NRA""",Gun Rights
['NRA'],Advocate for fact based reality. #resistance,"b'@GavinNewsom @JenSiebelNewsom Great, now you need to declare the #NRA a terrorist organization in California. I\xe2\x80\x99ve been asking you to do this since I met you on the bench outside of CPMC on California Street.'",Gun Control
"['BoycottTofu', 'GunControl', 'WokeAF']","Blue collar, saltpetre of the earth, libertarian leaning, R voting, Texican American.  Followed by America's sweetheart, @SooperMexican, and also @DanaPerino.","b""@SooperMexican @davidhogg111 I'mma #BoycottTofu for #GunControl. #WokeAF!""",Gun Control
"['2A', 'GunControl', 'GunControlNow', 'NRABoycott', 'NRA', 'SheriffIsraelMustResign', 'SheriffIsrael', 'SheriffIsraelResign', 'ScottIsrael', 'ScottIsraelRESIGN', 'BrowardCowards', 'BrowardSheriff', 'ResignSheriffIsrael', 'ResignSherrifIsrael', 'resign', 'MAGA', 'Q', 'QANON', 'Corruption']","I'm new to this game, but an OG at life.","b'#2A #GunControl #GunControlNow #NRABoycott #NRA \n\n#SheriffIsraelMustResign #SheriffIsrael #SheriffIsraelResign #ScottIsrael #ScottIsraelRESIGN #BrowardCowards #BrowardSheriff #ResignSheriffIsrael #ResignSherrifIsrael #resign   \n\nlol, you losers...\n\n#MAGA #Q #QANON #Corruption'",Gun Rights
['NRA'],Twitch Rust Streamer!,b'JOIN TO WIN A FREE BAZOOKA #NRA https://t.co/6sdPfXZaRT',Gun Control
['NRA'],"#Resistance Ã°Å¸Å’Å  #BlueWave2018 Take the pro-truth pledge: https://t.co/HAIYFJGWD6 

Fox News & Sinclair Media = #FakeNews!","b'@thehill #NRA &amp; Dana Loesch will milk this for at least a week\xe2\x80\x94 crying \xe2\x80\x9cthe violence from the left\xe2\x80\x9d, while omitting this fact:\n\n\xe2\x80\x9cOne of those arrested was Jonathan Kolanowski, a supporter of Spencer who allegedly pointed a gun at protesters.\xe2\x80\x9d'",Gun Rights
['NRA'],"Windmill tilter, certified cybersec guy, 2A/CC liberal, ex-USN submariner, author. Non-Lycra cyclist. Politics & PHL sports. Sketchy. I know stuff. #FBR #resist","b""This is simply sickening and almost unbelievable.  Please click thru to read Cotton's appeal to #NRA members. https://t.co/IMi6SJfzz1""",Gun Control
['NRA'],"I'm very polite, but expressive about politics. I also believe in respecting the opinions of others. #notmypresident #theresistance #resist","b'@SharonM44754993 Perhaps if Delta moves to another State, whiny ass Governor\xe2\x80\x99s will learn to STFU and let the #NRA fight it\xe2\x80\x99s own battles.'",Gun Control
"['Trump', 'GunControl', 'MentalHealth']","Blogger, Mechanical Engineer, Salesman, Political Moderate and long time resident of Central NJ.","b'Mental health and guns \nPresident #Trump, per CBS News \xe2\x80\x9csays it is ""actively exploring"" ways to help states expand inpatient mental health t... #GunControl #MentalHealth https://t.co/4dCxUVjsDJ https://t.co/by4g0NhigC'",Gun Rights
['NRA'],Avid human searching for where the line exists anymore.,"b""But @DLoesch is TOTALLY correct that the #NRA doesn't own politicians as a powerful lobbying group for gun manufacturers. \xf0\x9f\x98\x9e https://t.co/pPYEqYMqn5""",Gun Control
"['NRA', 'FedEx']",ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œI prefer a dangerous freedom over a peaceful slaveryÃƒÂ¢Ã¢â€šÂ¬Ã‚Â,b'Boycotts don\xe2\x80\x99t work because there\xe2\x80\x99s exactly 4 people in the world that can maneuver through their day w/out using something that \xe2\x80\x9coffends\xe2\x80\x9d them or their ideology in one way or another. Better for companies to stick to their principles. #NRA #FedEx',Gun Rights
['NRA'],#Resist the #Trump Regime like the fate of the world depends on it. Because it really does.,"b'#NRA ""We\'re being attacked. We must protect ourselves from the Media.""\nThey are \'triggering\' (pun intended) hatred for people who spend their lives (Some literally) digging for truth. The journalists listed on the below page are just some of those killed.\nhttps://t.co/NXv677xjr7'",Gun Rights
"['NRA', 'GunControl']",,"b""@DLoesch Broward is Democrat, therefore they will blame Republicans &amp; #NRA. That's what they always do. Example: housing bubble. #GunControl""",Gun Rights
"['SCOTUS', 'OBAMA', 'trump', 'DACA', 'ZERO', 'YeWeCan', 'Resist', 'trump', 'russia', 'Shooting', 'Florida', 'GunControl']","ÃƒÂ°Ã…Â¸Ã¢â‚¬â„¢Ã…Â¾#CreateVirtuousCircles ÃƒÂ°Ã…Â¸Ã¢â‚¬â„¢Ã…Â¾   

#KindnessÃƒÂ°Ã…Â¸Ã¢â€žÂ¢Ã‚Â #MillennialÃƒÂ°Ã…Â¸Ã…â€™Ã…Â¸ #HAIKU #Five7FiveÃƒÂ°Ã…Â¸Ã…Â½Ã‚Â¶ C'est la vieÃƒâ€šÃ‚Â¯\_ÃƒÂ°Ã…Â¸Ã‹Å“Ã‚Â_/Ãƒâ€šÃ‚Â¯   #VoteÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â¸ #MeTooÃƒÂ°Ã…Â¸Ã¢â€žÂ¢Ã¢â‚¬Â¹ÃƒÂ¢Ã¢â€šÂ¬Ã‚ÂÃƒÂ¢Ã¢â€žÂ¢Ã¢â€šÂ¬ÃƒÂ¯Ã‚Â¸Ã‚Â #BlueWaveÃƒÂ°Ã…Â¸Ã…â€™Ã…Â   #PeopleKind #ResistÃƒÂ°Ã…Â¸Ã¢â‚¬Å“Ã‚Â¢","b""#SCOTUS refused 2 review DACA mainly because \nthe #OBAMA's admin FOLLOW procedures and\ntrump's admin DID NOT.\n\n#trump must follow procedures if he wants 2 abolish/repeal #DACA\n\nThe chances of this happening?? #ZERO\n\n#YeWeCan #Resist #trump #russia \n#Shooting #Florida #GunControl""",Neither
['NRA'],"Constitutional Defender, Commonsense Crusader, Deputy Public Defender, Local Bar Leader, No good ever came of a list. #TheResistance #resist #love",b'@davidhogg111 knows that the crazy conspiracy theorists help propel his message and publicizes the indecency of #NRA supporters. Smart kid!',Gun Control
"['suspension', 'suspended', 'gunsense', 'guncontrol']",Via UTube https://t.co/FLl7KHSUKO book https://t.co/H3cE6jfcFH FB https://t.co/uAdFJsB2uu G+https://t.co/s6ZMJmP2fj & blog we aid women Follow & get 3Dicon inDM,b'#suspension #suspended #gunsense #guncontrol 1 book 150 subjects insight site: Black America fears the police Why https://t.co/EsGVJfQBcn',Neither
"['Irony', 'GunControlLogic', 'NRA']","Logically Activist. Open-minded. Honest. Respectful. If you want to debate, support your side with facts and I will do the same.",b'And let\xe2\x80\x99s not forget about Britain in 1940(WWII)... America supplied guns for Britain during the war because of their gun ban... #Irony #GunControlLogic #NRA https://t.co/9gycpOqDkV',Gun Rights
['GunControl'],Bienvenue. I Have A Moral Right To My Own Life. Anglo. Born 1947.,"b'Fuck you, PM John Howard! (click) #GunControl https://t.co/uDGaP8EZl9'",Gun Rights
['NRA'],Pence's Conscience! Repressed more than his sexuality & what he wants done to Women's Rights. #TakeAKnee for #Trump. #FBR #Resist #LBGT #BLM #GunControlNow,"b'@TK_somthing @NRA Dude that was such a good comeback I am starting to believe that I will make friends at the #NRA? Do they kick you out if you are over 3 inches, asking for you'",Gun Control
"['gunreform', 'NRA']",Making America Great Again...1 Brick at a Time! Street cred: Liked by Jenna Jameson & banned from Twitter promote mode.,"b""I'll wait right here. #gunreform #NRA https://t.co/2rhGclGSpN""",Gun Rights
['GunControl'],"Free thinking, weed smoking, music making shit talking, human with an existential crisis ÃƒÂ°Ã…Â¸Ã‚ÂÃ‚Âº #HanShotFirst #SlytherinAF #SoloRev",b'The whole #GunControl debate shit is annoying now. \nWanna know what\xe2\x80\x99s truly wrong with this god forsaken hellhole?\nYou fucks are so divided and loyal to your parties that you aren\xe2\x80\x99t willing to compromise on shit. Either too far left or too far right. I hope we get nuked. Truly.',Neither
"['NRA', 'CorruptGOP']",A BIG SPACE NERD and geeky artist. A TV junkie. A 4-time skydiver and L.A. Lakers fan who enjoys hamburgers and bad summer blockbuster movies. Later!,b'Why put @marcorubio on the spot for being an #NRA patsy when @CaseyCagle is proud to display his allegiance to this cancerous organization front and center? #CorruptGOP https://t.co/khI16mTYsT',Gun Control
['guncontrol'],"WNY Xennial. Loves art, books, music, and writing. Dudeist priest(ess) since 2014. No one in the world ever gets what they want and that is beautiful. - EC","b""@ShaunKing As an @NRA member, I condemn those threats and anyone making them. I also condemn the threats @DLoesch and her family have received from those fighting for #guncontrol, and I would hope you'd condemn them as well.""",Gun Rights
"['GunControl', 'AssaultWeaponsBan', 'TuesdayThoughts']","Descendant of Abraham Woodhull. 
Political activist. Pro-Constitutionalist Independent. Deist. Join or Die.","b""In 50 years of owning guns I've never owned an AR, but I might go get one now.   \n\n#GunControl \n#AssaultWeaponsBan \n#TuesdayThoughts https://t.co/qrQEVcxczK""",Gun Rights
"['C1052', 'GunContolNow', 'NRA']",Ad. and P.R. Grand Valley junior. Future Advertising professional. Husband. Music is my therapy. Cigar aficionado. Ã¢Å¡â€œ Ã°Å¸â€Â¥Ã°Å¸â€™Âª,"b""Raising the age to buy a gun to 21 isn't going to stop mentally ill people OVER THE AGE OF 21 from killing people with guns. #C1052 #GunContolNow #NRA""",Gun Rights
"['guncontrol', 'gunsense']","Marine Corps, Vietnam Veteran, Author, http://t.co/1brZZaIM",b'And there it is. This has always been and always will be the true goal of Democrat Party. #guncontrol #gunsense https://t.co/eJs1Kouc0H',Gun Rights
['NRA'],,b'@HuffPost Yay! Bust the #NRA!',Gun Control
"['MAGA', 'Censorship', 'QAnon', 'FBI', 'trump', 'FakeNews', 'TwitterLockOut', 'TwitterPurge', 'AmericaFirst', 'CNN', 'NRA', 'FreedomofSpeech', 'CCOT', 'PresidentTrump', 'TwitterTroll', 'Bots']","For the Latest News visit our site https://t.co/MCTgeXQ9bv Conservative, #Trump Right-wing News and Opinion #MAGA https://t.co/otG0755zVe",b'The Great Right-Wing Twitter Massacre To Silence Trump Conservatives\n\nREAD OUR STORY HERE https://t.co/zZM0KiWQCF \xe2\x80\xa6\n\n#MAGA #Censorship #QAnon ##FBI #trump #FakeNews #TwitterLockOut #TwitterPurge #AmericaFirst #CNN #NRA #FreedomofSpeech  #CCOT #PresidentTrump #TwitterTroll #Bots https://t.co/8XNszoUbrT',Neither
"['cnn', 'gunrights', 'nra']",Husband/Father/USMC Vet/2A Apologist/Run/Ruck/Shoot/Cigars/Metal Music/Ambitious yet struggling new guitar player  *Liberty & Sovereignty are not dirty words.,"b'Anyone know what amendment was written so well that is guarantees a womans God given right to a tax payer funded Abortion?\n\n""Im a lawyer"", sit down. You\'re a dunce, a hack and have zero integrity...thats why you\'re at CNN \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#cnn \n#gunrights\n#nra https://t.co/EAAIWsQGfv'",Gun Rights
"['GunRights', 'GunControl', 'NRA', '2ndAmendment']",The woods are lovely dark and deep but I have miles to go before I sleep and miles to go before I sleep Bronco Fan for life Rolling Thunder member #CodeofVets,b'@Twisted_Texan My permit says the same thing #GunRights #GunControl #NRA #2ndAmendment',Gun Rights
"['Trump', 'teaparty', 'vets', 'NRA', 'tlot', 'tcot', 'pjnet', 'lnyhbt']",USMC VietVet. Build the WALL. Pro2A. Stop the NWO ProLife&ProIsrael Independent Conservative. Christian. Drain the Swap. Both parties are crooked Ã°Å¸ÂÂ¸ No DM's,"b'""His investigation is B.S."" #Trump aid refuses to cooperate with mueller subpoena https://t.co/4djU5ufE8y #teaparty #vets #NRA #tlot #tcot #pjnet #lnyhbt'",Neither
"['NRA', 'Plannedparenthood']","Husband, Father, Engineer. Pro God, Life, 2A, NRA. Liberalism is a mental disorder. TRUMP 2020 Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸ Travis Allen for CA Governor 2018 Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸","b'@PhilboloInfo @GavinNewsom @JenSiebelNewsom The #NRA kills 0 people per day and receives $0 from tax payers per year. \n\n#Plannedparenthood kills 900 babies per day and receives $550 million from tax payers per year. Democrats support planned parenthood. Therefore, the democrats are a terrorist organization.'",Gun Rights
"['NRA', 'opioidcrisis']",#Writer #Poet #humorist #actor #actress #artist #filmmaker #pundit #UNH #FreedomOfSpeech #PavlovNerudaPress #Kompromat #SOS https://t.co/hwnz43q3b3,"b'I found somebody who was pro-#NRA tweeting about #opioidcrisis &amp; upset that their access to narcotics was gone. Just Imagine being drugged up without a gun or shot by a gun with no access to painkillers ? Oh, the humanity !'",Gun Control
"['p2', 'tcot', 'tlot', 'ccot', '2a', 'maga', 'uniteblue', 'nra', 'obama', 'pjnet', 'potus', 'gop', 'feelthebern', 'labour', 'green', 'libdems']","Passionate about Climate Change, Environment, Renewables and Smart Cities. President of Gliese Foundation. PhD/MSc, University of London. FIDE Chess Master",b'You must be an idiot to nominate a manager for your reelection campaign as president of the US... almost three years in advance. Trump just did that today. Pathetic. \n\n#p2 #tcot #tlot #ccot #2a #maga #uniteblue #nra #obama #pjnet #potus #gop #feelthebern #labour #green #libdems https://t.co/NPubd7bKIs',Neither
['NRA'],Realtor@Coldwell Banker Preferred,b'@CNN @Delta I think this just goes 2 show U how deep the pockets are of the #NRA &amp; how deeply involved a lot of these politicians are . Maybe Delta should move their hub? I\xe2\x80\x99m sure there would be plenty of states happy to have you! https://t.co/V8rN0qr7U3',Gun Control
"['Trump', 'NRA']",Mom & Grandma,"b""@krassenstein Not surprised.....#Trump says things becuz it sounds good until #NRA threatens him.  I didn't believe him &amp; I think Rick Scott is doing &amp; saying great things about supporting gun prevention just to get elected &amp; if elected he will revert.""",Gun Control
"['NRATV', 'NRA', 'TRUMP', 'MAGA']","We must imagine Sisyphus happy Ã°Å¸Ëœâ€ Ã°Å¸Ëœâ€žÃ°Å¸ËœÅ  INTP/ISTP, Enneagram Type-6, Chaotic Good. lmao. UPD MBB2016|ASMPH2021","b""I can't wrap my head around how stupid these people are o___________________o #NRATV #NRA #TRUMP #MAGA""",Gun Control
['NRA'],"Romans 13:4. Came back to watch the #NRA #treasonweasels be led off to prison, one by one. NRA logo = badge of dishonor. #NRARussia #FollowTheMoney","b'NRA attacks the FBI. \nNRA attacks the police. \nNRA blames the victims. \nNRA threatens the survivors. \nNRA demonizes  government, media, religion, every institution upon which America was built. \n\nNRA are the bad guys with guns. \nNRA are the mentally ill.\n\n#NRA your time is up.'",Gun Control
"['GunControl', '2ADefender', '2AShallNotBeInfringed']",#LawEnforcement #BlueLivesMatter #FirstResponders #Military https://t.co/gqyXumfJiq #2A #NRAMember #ÃŽÅ“ÃŽÅ¸ÃŽâ€ºÃŽÂ©ÃŽÂÃŽâ€ºÃŽâ€˜ÃŽâ€™ÃŽâ€¢ #Trump #Pence #MAGA LISTS/LOCKED = BLOCK,b'@ClintonMSix14 My Glock and I Stand With You\xf0\x9f\x92\xaf\n#GunControl\n#2ADefender\n#2AShallNotBeInfringed',Gun Rights
['NRA'],I'm still up,"b'I don\'t like @DLoesch or the #NRA but I do think it\'s quite effective to answer this kind of tweet with ""God bless"" https://t.co/8iOS9SGWro'",Neither
['NRA'],,b'@Shareblue @SteveKnight25 Another lying member of Congress in the pockets of the #NRA. Disgusting!',Gun Control
"['NRA', 'Video']","Founder of the Tea Party's Front Page. NRA, USN. Old school, not PC. Followed by @DocThompsonShow & @ETTalkShow. ÃŽÅ“ÃŽÅ¸ÃŽâ€ºÃŽÂ©ÃŽÂ ÃŽâ€ºÃŽâ€˜ÃŽâ€™ÃŽâ€¢! (John 15:13.) https://t.co/6KcuJhU6nP",b'[WATCH] Bombshell #NRA #Video Released After Attack From Oscars - https://t.co/ySGcCitdkf https://t.co/PJkMkBuFsB',Gun Rights
['NRA'],Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â¸ Ã°Å¸â€¡ÂµÃ°Å¸â€¡Â·,b'George Carlin on #NRA\nhttps://t.co/dWQAbbHMdv',Gun Rights
"['NRA', '2ADefenders']",AMERICA... Love her or Leave Her Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â²#WINNING #TrumpTrain2020 #TwitterForTrump #BuildtheWALL #IsupporttheNRA..#2A..#WeThePeople #SupportourTroops Ã°Å¸â€¡ÂºÃ°Å¸â€¡Â²Ã¢Å“ÂÃ¯Â¸Â#MAGA,"b'I SUPPORT YOU.. #NRA\n#2ADefenders . You can debate, agree to disagree but only those responsible for the act are to blame, for their actions!\n\nWhich one of the below,are responsible for more innocent deaths and killings?'",Gun Rights
"['GuncontrolNow', 'NRA', '2A']","Loves to exchanging ideas, especially when not the ones I agree with, because it opens up my mind","b'@SheriffClarke @PinkBelgium @NRACountry @SheriffClarke if according to you #GuncontrolNow ""does NOT protect people"", then why did it work in Australia? It sounds like all you can eat excuse given by #NRA to protect its financial interests, and has nothing to do with #2A. Please let me know your thoughts.'",Gun Control
"['DeltaAirlines', 'discrimination', 'NRA']",None thats any good,"b""@Education4Libs @Retlaw55E #DeltaAirlines AKA Doesn't Even Leave The Airport ! This airline REFUSED to fly US Olympic Gold metal winners in any upgrade manor. Not they are happy to DISCRIMINATE against people based on there beliefs! Drop ALL discount thats fair but just 1 is #discrimination #NRA""",Gun Rights
"['BoycottFedEx', 'FedExBloodMoney', 'nra']",let's survive till 2020,b'@CNN Hey @FedEx I own three businesses where we ship packages on a daily basis and as of today we\xe2\x80\x99re never using your company again. #BoycottFedEx #FedExBloodMoney #nra',Gun Control
"['ReleaseTheCures', 'ReleaseEverything', 'ObamaGate', 'Treason', 'FollowTheWhiteRabbit', 'CrisisActors', 'NRA', 'WeThePeople', 'GreatAwakening', 'QAnon', 'silence']",ÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚ÂºÃƒÂ°Ã…Â¸Ã¢â‚¬Â¡Ã‚Â¸ #MAGA #GreatAwakening #QAnon (#NotABot (russian or otherwise)),b'#ReleaseTheCures\n#ReleaseEverything\n#ObamaGate\n#Treason\n#FollowTheWhiteRabbit\n#CrisisActors\n#NRA\n#WeThePeople #GreatAwakening #QAnon \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n@POTUS\nThe #silence of Susan Rice https://t.co/AzSFX17THM via @powerlineUS',Gun Rights
"['WhiteHouse', 'Trump', 'MAGA', 'AnCap', '2a', 'GOP', 'NRA', 'GunControlNever', 'SarahSanders', '2ndAmendment']","AnarchoCapitalist focused on issues lacking debate and engaging subjects. Applaud loan sharks, Pinochet, poachers, Wotanists.
Investor. #ShopWhite
@LibertAryans","b'White House Walks Back ""Take The Guns First"" Remark By Trump https://t.co/1f3c4kvweC #WhiteHouse #Trump #MAGA #AnCap #2a #GOP #NRA #GunControlNever #SarahSanders #2ndAmendment'",Gun Rights
